3.98e-03	10	4.00e-02	20	3.78e-01	40
1.86e-02	10	2.21e-02	20	6.26e-02	40
7.03e-01	10	3.78e-01	20	2.77e-01	40
6.76e+01	10	3.49e+01	20	2.04e+01	40
